id,name,host_id,host_name,calculated_host_listings_count,neighbourhood_group,neighbourhood,latitude,longitude,room_type,property_type,accommodates,bedrooms,beds,minimum_nights,precio_anuncio,precio_por_plaza,availability_365,number_of_reviews,number_of_reviews_ltm,last_review,review_scores_rating,license,price,licencia_regional,categoria_licencia,licencia_norm,prefijo,consta_en_registro,estado_licencia,motivo_estado,last_review_dt,motivo_exclusion
41518092,Comfy apartment in El Born in the old town 4ppl,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38434,2.17921,Entire home/apt,Entire rental unit,4.0,3.0,4.0,2.0,320.0,80.0,311,2,0,2023-03-06,4.5,Spain - National registration number<br />ESFCTU00000811900017258600000000000000000000018650905<br /><br />Barcelona - Regional registration number<br />HUTB-003802,320.0,HUTB-003802,Apartamento turístico (HUTB / TU),HUTB-003802,HUTB,True,con_licencia,consta en el registro oficial,2023-03-06,sin_actividad_desde_09_2025
41519238,Apartment for 4 ppl: Nice Location in Barcelona!,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38424,2.17897,Entire home/apt,Entire rental unit,4.0,2.0,2.0,2.0,320.0,80.0,312,1,0,2020-02-22,5.0,Spain - National registration number<br />ESFCNT00000811900017248700000000000000000000000000007<br /><br />Barcelona - Regional registration number<br />HUTB-003809,320.0,HUTB-003809,Apartamento turístico (HUTB / TU),HUTB-003809,HUTB,True,con_licencia,consta en el registro oficial,2020-02-22,sin_actividad_desde_09_2025
41923523,Large GroupFlat Las Ramblas - Fira de Barcelona,1447144.0,Acomodis Apartments,448.0,Sants-Montjuïc,el Poble Sec,41.37413,2.16794,Entire home/apt,Entire rental unit,8.0,4.0,4.0,1.0,514.0,64.25,196,1,0,2023-09-10,5.0,Barcelona - Regional registration number<br />HUTB-002500,514.0,HUTB-002500,Apartamento turístico (HUTB / TU),HUTB-002500,HUTB,True,con_licencia,consta en el registro oficial,2023-09-10,sin_actividad_desde_09_2025
41981479,APARTM. TO 20 min-pl Cataluña-Ramblas-BARNA CITY,329942422.0,Julio,1.0,Sant Andreu,Sant Andreu,41.44063,2.18734,Entire home/apt,Entire rental unit,4.0,1.0,3.0,4.0,227.0,56.75,364,64,2,2025-07-28,4.58,Barcelona - Regional registration number<br />HUTB-004956,227.0,HUTB-004956,Apartamento turístico (HUTB / TU),HUTB-004956,HUTB,True,con_licencia,consta en el registro oficial,2025-07-28,sin_actividad_desde_09_2025
43029643,Great 2 bedroom flat min Plaza Cataluña-parking,265193861.0,BeBarceloner,125.0,Ciutat Vella,el Raval,41.37712,2.17271,Entire home/apt,Entire rental unit,5.0,2.0,4.0,2.0,340.0,68.0,335,32,0,2025-02-24,4.09,Barcelona - Regional registration number<br />HUTB-000692<br /><br />Spain - National registration number<br />ESFCTU00000805600073041800000000000000000HUTB-0006921,340.0,HUTB-000692,Apartamento turístico (HUTB / TU),HUTB-000692,HUTB,True,con_licencia,consta en el registro oficial,2025-02-24,sin_actividad_desde_09_2025
43724913,"Barcelona junto Playa, con Piscina y Pádel",420443.0,Jordi,1.0,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40901,2.21747,Entire home/apt,Entire condo,4.0,2.0,,3.0,,,0,1,0,2020-08-08,5.0,Barcelona - Regional registration number<br />HUTB-000927,,HUTB-000927,Apartamento turístico (HUTB / TU),HUTB-000927,HUTB,True,con_licencia,consta en el registro oficial,2020-08-08,sin_actividad_desde_09_2025
44030376,Ola Living Petritxol La Boqueria,33278356.0,Ola,73.0,Ciutat Vella,el Raval,41.38211,2.17167,Entire home/apt,Entire rental unit,5.0,2.0,3.0,1.0,318.0,63.6,277,12,0,2025-02-13,4.25,Barcelona - Regional registration number<br />HUTB-013595<br /><br />Spain - National registration number<br />ESHFTU000008054000000999002000000000000HUTB-013595-70,318.0,HUTB-013595,Apartamento turístico (HUTB / TU),HUTB-013595,HUTB,True,con_licencia,consta en el registro oficial,2025-02-13,sin_actividad_desde_09_2025
44030381,Ola Living Petritxol Casa Batlló,33278356.0,Ola,73.0,Ciutat Vella,el Barri Gòtic,41.38235,2.17362,Entire home/apt,Entire rental unit,3.0,,2.0,1.0,250.5,83.5,328,37,0,2025-06-04,4.41,Barcelona - Regional registration number<br />HUTB-017249<br /><br />Spain - National registration number<br />ESHFTU00000805400000099900800000000000HUTB-017249-579,250.5,HUTB-017249,Apartamento turístico (HUTB / TU),HUTB-017249,HUTB,True,con_licencia,consta en el registro oficial,2025-06-04,sin_actividad_desde_09_2025
44424568,111TT31TAM43 · Beautiful apartment in Montjuic,1391607.0,Sh Barcelona Team,54.0,Sants-Montjuïc,el Poble Sec,41.37296,2.17197,Entire home/apt,Entire rental unit,3.0,2.0,2.0,2.0,195.67,65.22,119,119,0,2025-05-28,4.57,Barcelona - Regional registration number<br />HUTB-011348<br /><br />Spain - National registration number<br />ESFCTU000008069000136098002000000000000000HUTB-011348,195.67,HUTB-011348,Apartamento turístico (HUTB / TU),HUTB-011348,HUTB,True,con_licencia,consta en el registro oficial,2025-05-28,sin_actividad_desde_09_2025
44946736,Apartment Sants,362938077.0,Lana,1.0,Sants-Montjuïc,Sants,41.37553,2.1317,Entire home/apt,Entire rental unit,4.0,2.0,2.0,7.0,627.14,156.78,89,1,0,2021-01-09,5.0,Barcelona - Regional registration number<br />HUTB-012131,627.14,HUTB-012131,Apartamento turístico (HUTB / TU),HUTB-012131,HUTB,True,con_licencia,consta en el registro oficial,2021-01-09,sin_actividad_desde_09_2025
45171858,Great studio right in centre-top location,265193861.0,BeBarceloner,125.0,Ciutat Vella,el Barri Gòtic,41.38303,2.17888,Entire home/apt,Entire rental unit,2.0,,2.0,2.0,230.0,115.0,351,22,0,2025-05-25,4.64,Barcelona - Regional registration number<br />HUTB-003023<br /><br />Spain - National registration number<br />ESHFTU00000811900021500900200000000000000HUTB-0030231,230.0,HUTB-003023,Apartamento turístico (HUTB / TU),HUTB-003023,HUTB,True,con_licencia,consta en el registro oficial,2025-05-25,sin_actividad_desde_09_2025
45265445,Big 2 bedroom+2bathroom flat in Eixample parking,265193861.0,BeBarceloner,125.0,Eixample,el Fort Pienc,41.39686,2.17935,Entire home/apt,Entire rental unit,6.0,2.0,5.0,2.0,475.0,79.17,343,23,0,2025-01-02,4.57,Barcelona - Regional registration number<br />HUTB001937<br /><br />Spain - National registration number<br />ESFCTU00000805400052203300000000000000000HUTB-0019372,475.0,HUTB001937,Apartamento turístico (HUTB / TU),HUTB-001937,HUTB,True,con_licencia,consta en el registro oficial,2025-01-02,sin_actividad_desde_09_2025
45265578,Great studio in centre-top location,265193861.0,BeBarceloner,125.0,Ciutat Vella,el Barri Gòtic,41.38254,2.17747,Entire home/apt,Entire rental unit,2.0,,2.0,2.0,275.0,137.5,354,43,0,2025-03-31,4.44,Barcelona - Regional registration number<br />HUTB-003022<br /><br />Spain - National registration number<br />ESHFTU00000811900021500900100000000000000HUTB-0030225,275.0,HUTB-003022,Apartamento turístico (HUTB / TU),HUTB-003022,HUTB,True,con_licencia,consta en el registro oficial,2025-03-31,sin_actividad_desde_09_2025
45489180,apartamento 1 pax vistas 2 habitaciones,367613585.0,Suites Center,15.0,Gràcia,la Vila de Gràcia,41.39726,2.15962,Entire home/apt,Entire rental unit,5.0,2.0,2.0,1.0,378.0,75.6,330,1,0,2022-01-24,4.0,Barcelona - Regional registration number<br />HUTB-000567,378.0,HUTB-000567,Apartamento turístico (HUTB / TU),HUTB-000567,HUTB,True,con_licencia,consta en el registro oficial,2022-01-24,sin_actividad_desde_09_2025
45489465,apartamento 3 pax vistas 2 habitaciones,367613585.0,Suites Center,15.0,Gràcia,la Vila de Gràcia,41.39862,2.15753,Entire home/apt,Entire rental unit,5.0,2.0,2.0,1.0,378.0,75.6,330,1,0,2022-06-17,5.0,Barcelona - Regional registration number<br />HUTB-000576,378.0,HUTB-000576,Apartamento turístico (HUTB / TU),HUTB-000576,HUTB,True,con_licencia,consta en el registro oficial,2022-06-17,sin_actividad_desde_09_2025
45490049,HUTB-000580 · HUTB-000580 · HUTB-000580 · Suite...,367613585.0,Suites Center,15.0,Gràcia,la Vila de Gràcia,41.39897,2.15933,Entire home/apt,Entire rental unit,5.0,2.0,2.0,1.0,350.0,70.0,310,1,0,2022-11-13,5.0,Barcelona - Regional registration number<br />HUTB-000580,350.0,HUTB-000580,Apartamento turístico (HUTB / TU),HUTB-000580,HUTB,True,con_licencia,consta en el registro oficial,2022-11-13,sin_actividad_desde_09_2025
45646688,Superb studio ideally located right in Born,265193861.0,BeBarceloner,125.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38258,2.1822,Entire home/apt,Entire rental unit,2.0,,2.0,2.0,202.5,101.25,352,75,0,2025-05-17,4.33,Barcelona - Regional registration number<br />HUTB-003030<br /><br />Spain - National registration number<br />ESHFTU00000811900017418400200000000000000HUTB-0030307,202.5,HUTB-003030,Apartamento turístico (HUTB / TU),HUTB-003030,HUTB,True,con_licencia,consta en el registro oficial,2025-05-17,sin_actividad_desde_09_2025
45969373,One-bedroom apartment comfortable and cosy,5614931.0,Fisa Rentals,44.0,Eixample,la Dreta de l'Eixample,41.39116,2.17114,Entire home/apt,Entire serviced apartment,3.0,1.0,1.0,1.0,230.0,76.67,105,11,0,2025-03-28,4.64,Barcelona - Regional registration number<br />HUTB-004907<br /><br />Spain - National registration number<br />ESHFTU00000805400017860500200000000000HUTB-004907-541,230.0,HUTB-004907,Apartamento turístico (HUTB / TU),HUTB-004907,HUTB,True,con_licencia,consta en el registro oficial,2025-03-28,sin_actividad_desde_09_2025
45969832,Spacious and modern one-bedroom apartment,5614931.0,Fisa Rentals,44.0,Eixample,la Dreta de l'Eixample,41.39116,2.17114,Entire home/apt,Entire serviced apartment,3.0,1.0,1.0,1.0,285.0,95.0,142,24,0,2025-03-15,4.71,Barcelona - Regional registration number<br />HUTB-005145<br /><br />Spain - National registration number<br />ESHFTU00000805400017869800200000000000HUTB-005145-852,285.0,HUTB-005145,Apartamento turístico (HUTB / TU),HUTB-005145,HUTB,True,con_licencia,consta en el registro oficial,2025-03-15,sin_actividad_desde_09_2025
46062367,One-bedroom apartment on Gran Via,5614931.0,Fisa Rentals,44.0,Eixample,la Dreta de l'Eixample,41.39118,2.17124,Entire home/apt,Entire serviced apartment,3.0,1.0,2.0,1.0,230.0,76.67,105,14,0,2025-02-28,4.57,Barcelona - Regional registration number<br />HUTB-004908<br /><br />Spain - National registration number<br />ESHFTU00000805400017860500100000000000HUTB-004908-213,230.0,HUTB-004908,Apartamento turístico (HUTB / TU),HUTB-004908,HUTB,True,con_licencia,consta en el registro oficial,2025-02-28,sin_actividad_desde_09_2025
46102840,Wonderfully comfortable  Sant Antoni Apartment,3193594.0,Jan,10.0,Eixample,Sant Antoni,41.37651,2.16384,Entire home/apt,Entire rental unit,2.0,1.0,,4.0,,,0,2,0,2025-02-04,4.5,Barcelona - Regional registration number<br />HUTB-004437<br /><br />Spain - National registration number<br />ESFCTU00000806900021566300000000000000000HUTB-0044378,,HUTB-004437,Apartamento turístico (HUTB / TU),HUTB-004437,HUTB,True,con_licencia,consta en el registro oficial,2025-02-04,sin_actividad_desde_09_2025
46230308,HUTB-000575 · HUTB-000575 · HUTB-000575 · Suite...,367613585.0,Suites Center,15.0,Gràcia,la Vila de Gràcia,41.39846,2.15747,Entire home/apt,Entire rental unit,2.0,1.0,1.0,1.0,277.0,138.5,322,1,0,2022-08-11,5.0,Barcelona - Regional registration number<br />HUTB-000575,277.0,HUTB-000575,Apartamento turístico (HUTB / TU),HUTB-000575,HUTB,True,con_licencia,consta en el registro oficial,2022-08-11,sin_actividad_desde_09_2025
46386226,Amazing Sagrada Familia view - 2-bedroom apartment,4146729.0,Sensation Apartments,16.0,Eixample,la Sagrada Família,41.40342,2.17271,Entire home/apt,Entire serviced apartment,4.0,2.0,3.0,1.0,492.5,123.12,293,19,2,2025-08-26,4.79,Spain - National registration number<br />ESFCTU00000807300088769000000000000000000HUTB-0020808<br /><br />Barcelona - Regional registration number<br />Hutb-002080,492.5,Hutb-002080,Apartamento turístico (HUTB / TU),HUTB-002080,HUTB,True,con_licencia,consta en el registro oficial,2025-08-26,sin_actividad_desde_09_2025
46407113,Spacious 2-bedroom apartment in Sagrada Familia,4146729.0,Sensation Apartments,16.0,Eixample,la Sagrada Família,41.40571427178072,2.1734283754271355,Entire home/apt,Entire serviced apartment,4.0,2.0,3.0,1.0,427.5,106.88,254,21,0,2024-04-26,4.57,Spain - National registration number<br />ESFCTU00000807300088773700000000000000000HUTB-0020480<br /><br />Barcelona - Regional registration number<br />HUTB-002048,427.5,HUTB-002048,Apartamento turístico (HUTB / TU),HUTB-002048,HUTB,True,con_licencia,consta en el registro oficial,2024-04-26,sin_actividad_desde_09_2025
46410873,Large 3 bedroom Duplex with Sagrada Familia view,4146729.0,Sensation Apartments,16.0,Eixample,la Sagrada Família,41.404923960608215,2.17328358786266,Entire home/apt,Entire serviced apartment,6.0,3.0,5.0,1.0,634.0,105.67,238,4,1,2025-08-30,4.25,Spain - National registration number<br />ESFCTU00000807300088766900000000000000000HUTB-0020446<br /><br />Barcelona - Regional registration number<br />HUTB-002044,634.0,HUTB-002044,Apartamento turístico (HUTB / TU),HUTB-002044,HUTB,True,con_licencia,consta en el registro oficial,2025-08-30,sin_actividad_desde_09_2025
46636214,Boutique apartment in the city center,10704.0,María,11.0,Eixample,la Dreta de l'Eixample,41.392105,2.170545,Entire home/apt,Entire serviced apartment,2.0,1.0,1.0,1.0,307.5,153.75,79,54,0,2025-03-17,4.7,Spain - National registration number<br />ESHFTU00000805400020784800500000000000000HUTB-0019851<br /><br />Barcelona - Regional registration number<br />HUTB-001985,307.5,HUTB-001985,Apartamento turístico (HUTB / TU),HUTB-001985,HUTB,True,con_licencia,consta en el registro oficial,2025-03-17,sin_actividad_desde_09_2025
46718816,Quiet 2-bedroom apartment in Gracia neighbourhood,4146729.0,Sensation Apartments,16.0,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40630806755389,2.166783038290028,Entire home/apt,Entire serviced apartment,4.0,2.0,2.0,1.0,292.5,73.12,302,2,0,2022-11-20,5.0,Spain - National registration number<br />ESFCTU00000805800065052900000000000000000HUTB-0006224<br /><br />Barcelona - Regional registration number<br />HUTB-000622,292.5,HUTB-000622,Apartamento turístico (HUTB / TU),HUTB-000622,HUTB,True,con_licencia,consta en el registro oficial,2022-11-20,sin_actividad_desde_09_2025
46730224,Key Bcn Girona 2.2,2439400.0,KeyBarcelona,27.0,Eixample,la Dreta de l'Eixample,41.39894,2.16594,Entire home/apt,Entire rental unit,8.0,4.0,5.0,1.0,411.5,51.44,309,10,0,2024-09-23,3.7,Barcelona - Regional registration number<br />HUTB-010592<br /><br />Spain - National registration number<br />ESHFTU00000805700052995800600000000000000HUTB-0108921,411.5,HUTB-010592,Apartamento turístico (HUTB / TU),HUTB-010592,HUTB,True,con_licencia,consta en el registro oficial,2024-09-23,sin_actividad_desde_09_2025
47109913,Ideal 2bedroom city centre-Plaza Cataluña -parking,265193861.0,BeBarceloner,125.0,Ciutat Vella,el Raval,41.37682,2.17314,Entire home/apt,Entire rental unit,5.0,2.0,5.0,2.0,340.0,68.0,335,28,0,2025-02-21,4.0,Barcelona - Regional registration number<br />HUTB000695<br /><br />Spain - National registration number<br />ESFCTU00000805600073034000000000000000000HUTB-0006956,340.0,HUTB000695,Apartamento turístico (HUTB / TU),HUTB-000695,HUTB,True,con_licencia,consta en el registro oficial,2025-02-21,sin_actividad_desde_09_2025
47168832,Suites Center Apartamento 2 habitaciones,367613585.0,Suites Center,15.0,Gràcia,la Vila de Gràcia,41.39905,2.15891,Entire home/apt,Entire rental unit,5.0,2.0,2.0,1.0,350.0,70.0,310,2,0,2022-10-30,5.0,Barcelona - Regional registration number<br />HUTB-000577,350.0,HUTB-000577,Apartamento turístico (HUTB / TU),HUTB-000577,HUTB,True,con_licencia,consta en el registro oficial,2022-10-30,sin_actividad_desde_09_2025
48396953,Beautiful 2 bedroom Sagrada Familia.,390671331.0,Elena,2.0,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40682,2.16798,Entire home/apt,Entire serviced apartment,3.0,2.0,,2.0,,,0,56,0,2024-06-05,4.73,Barcelona - Regional registration number<br />HUTB-002633<br /><br />Spain - National registration number<br />ESFCTU00000805800063961600000000000000000HUTB-0026332,,HUTB-002633,Apartamento turístico (HUTB / TU),HUTB-002633,HUTB,True,con_licencia,consta en el registro oficial,2024-06-05,sin_actividad_desde_09_2025
49333332,Three-Bedroom apartment near Sagrada Família! #3,116349526.0,Diagonal,11.0,Eixample,el Fort Pienc,41.4016,2.18093,Entire home/apt,Entire rental unit,6.0,3.0,6.0,1.0,245.5,40.92,73,49,0,2024-10-19,4.47,Barcelona - Regional registration number<br />HUTB-003045<br /><br />Spain - National registration number<br />ESFCTU00000807300043105300000000000000000HUTB-0030454,245.5,HUTB-003045,Apartamento turístico (HUTB / TU),HUTB-003045,HUTB,True,con_licencia,consta en el registro oficial,2024-10-19,sin_actividad_desde_09_2025
49333514,Three-Bedroom superior apartment #1,116349526.0,Diagonal,11.0,Eixample,el Fort Pienc,41.4016,2.18093,Entire home/apt,Entire rental unit,6.0,3.0,6.0,1.0,245.5,40.92,73,67,0,2024-08-10,4.42,Barcelona - Regional registration number<br />HUTB-003050<br /><br />Spain - National registration number<br />ESFCTU00000807300043105300000000000000000HUTB-0030508,245.5,HUTB-003050,Apartamento turístico (HUTB / TU),HUTB-003050,HUTB,True,con_licencia,consta en el registro oficial,2024-08-10,sin_actividad_desde_09_2025
49375703,Stunning 4-bedroom apt with Sagrada Familia views,4146729.0,Sensation Apartments,16.0,Eixample,la Sagrada Família,41.40477,2.17359,Entire home/apt,Entire serviced apartment,8.0,4.0,7.0,1.0,617.5,77.19,236,7,0,2025-06-07,4.71,Spain - National registration number<br />ESFCTU00000807300088781200000000000000000HUTB-0020545<br /><br />Barcelona - Regional registration number<br />HUTB-002054,617.5,HUTB-002054,Apartamento turístico (HUTB / TU),HUTB-002054,HUTB,True,con_licencia,consta en el registro oficial,2025-06-07,sin_actividad_desde_09_2025
49492813,Impresionante Apt. 3hab reformado,4212095.0,Elio / Wilken,33.0,Les Corts,les Corts,41.38457,2.13086,Entire home/apt,Entire rental unit,4.0,3.0,3.0,1.0,,,37,8,0,2025-02-10,4.25,Spain - National registration number<br />ESHFTU00000806000052385700300000000000000HUTB-0068835<br /><br />Barcelona - Regional registration number<br />HUTB-006883,,HUTB-006883,Apartamento turístico (HUTB / TU),HUTB-006883,HUTB,True,con_licencia,consta en el registro oficial,2025-02-10,sin_actividad_desde_09_2025
50230242,"Pelai, Pelayo - Pça. Universitat i Pça. Catalunya-",3050422.0,David,2.0,Eixample,l'Antiga Esquerra de l'Eixample,41.38699,2.16499,Entire home/apt,Entire rental unit,6.0,3.0,5.0,2.0,465.5,77.58,180,11,1,2025-07-03,4.64,Barcelona - Regional registration number<br />HUTB-004442,465.5,HUTB-004442,Apartamento turístico (HUTB / TU),HUTB-004442,HUTB,True,con_licencia,consta en el registro oficial,2025-07-03,sin_actividad_desde_09_2025
50240943,Blau Atic Apartment,405597082.0,Blau,1.0,Ciutat Vella,el Barri Gòtic,41.38623,2.17525,Entire home/apt,Entire rental unit,4.0,2.0,2.0,3.0,1027.33,256.83,45,10,0,2022-06-28,4.4,Barcelona - Regional registration number<br />HUTB-000986,1027.33,HUTB-000986,Apartamento turístico (HUTB / TU),HUTB-000986,HUTB,True,con_licencia,consta en el registro oficial,2022-06-28,sin_actividad_desde_09_2025
50475779,Key BCN Girona 3.2 (8pax),2439400.0,KeyBarcelona,27.0,Eixample,la Dreta de l'Eixample,41.39981,2.16592,Entire home/apt,Entire rental unit,8.0,4.0,5.0,1.0,431.0,53.88,321,6,0,2024-06-03,4.0,Barcelona - Regional registration number<br />HUTB-010596<br /><br />Spain - National registration number<br />ESHFTU00000805700052995800800000000000000HUTB-0105966,431.0,HUTB-010596,Apartamento turístico (HUTB / TU),HUTB-010596,HUTB,True,con_licencia,consta en el registro oficial,2024-06-03,sin_actividad_desde_09_2025
52360100,Casa Cosi - La Gleva 3,35936647.0,Casa Cosi,43.0,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40333557128906,2.146080017089844,Entire home/apt,Entire rental unit,4.0,2.0,2.0,3.0,275.0,68.75,354,41,4,2025-08-16,4.76,Barcelona - Regional registration number<br />HUTB-004632<br /><br />Spain - National registration number<br />ESHFTU00000805900050318102200000000000000HUTB-0046322,275.0,HUTB-004632,Apartamento turístico (HUTB / TU),HUTB-004632,HUTB,True,con_licencia,consta en el registro oficial,2025-08-16,sin_actividad_desde_09_2025
53347472,Casa Cosi - Casanova 7,35936647.0,Casa Cosi,43.0,Eixample,l'Antiga Esquerra de l'Eixample,41.3870849609375,2.1568939685821533,Entire home/apt,Entire rental unit,7.0,3.0,4.0,3.0,507.33,72.48,346,40,1,2025-08-21,4.6,Barcelona - Regional registration number<br />HUTB-004237<br /><br />Spain - National registration number<br />ESHFTU00000806000002825301300000000000000HUTB-0042375,507.33,HUTB-004237,Apartamento turístico (HUTB / TU),HUTB-004237,HUTB,True,con_licencia,consta en el registro oficial,2025-08-21,sin_actividad_desde_09_2025
53397556,Beautiful 4 bedrooms apartment in Barcelona,1205494.0,Gian Franco,11.0,Eixample,la Dreta de l'Eixample,41.39784,2.16672,Entire home/apt,Entire rental unit,8.0,4.0,8.0,1.0,604.0,75.5,220,1,0,2021-12-30,4.0,Barcelona - Regional registration number<br />HUTB-008815<br /><br />Spain - National registration number<br />ESFCTU00000805400015256800000000000000000HUTB-0088158,604.0,HUTB-008815,Apartamento turístico (HUTB / TU),HUTB-008815,HUTB,True,con_licencia,consta en el registro oficial,2021-12-30,sin_actividad_desde_09_2025
53410847,Sagrada Família Lepant,2439400.0,KeyBarcelona,27.0,Eixample,la Sagrada Família,41.40873,2.17233,Entire home/apt,Entire rental unit,7.0,4.0,4.0,1.0,298.5,42.64,316,16,0,2024-09-24,3.31,Barcelona - Regional registration number<br />HUTB-010860<br /><br />Spain - National registration number<br />ESFCTU00000805800013114100000000000000000HUTB-0108601,298.5,HUTB-010860,Apartamento turístico (HUTB / TU),HUTB-010860,HUTB,True,con_licencia,consta en el registro oficial,2024-09-24,sin_actividad_desde_09_2025
54269832,Apartment Suite Japan en La Rambla-Boqueria,117888638.0,Agustin,6.0,Ciutat Vella,el Barri Gòtic,41.382465,2.172445,Entire home/apt,Entire vacation home,4.0,1.0,2.0,1.0,305.0,76.25,190,10,0,2025-05-29,5.0,Spain - National registration number<br />ESHFTU00000805400049516001300000000000000HUTB-0328903<br /><br />Barcelona - Regional registration number<br />HUTB-032890,305.0,HUTB-032890,Apartamento turístico (HUTB / TU),HUTB-032890,HUTB,True,con_licencia,consta en el registro oficial,2025-05-29,sin_actividad_desde_09_2025
546918030066186092,Incredible apartament in Passeig de Gracia,441889600.0,Pablo PD,4.0,Eixample,la Dreta de l'Eixample,41.39455,2.15894,Entire home/apt,Entire rental unit,3.0,2.0,4.0,1.0,373.0,124.33,152,28,1,2025-08-12,4.86,Spain - National registration number<br />ESFCTU00000806600001582800000000000000000HUTB-0109358<br /><br />Barcelona - Regional registration number<br />HUTB-010935,373.0,HUTB-010935,Apartamento turístico (HUTB / TU),HUTB-010935,HUTB,True,con_licencia,consta en el registro oficial,2025-08-12,sin_actividad_desde_09_2025
546926799730785062,Quiet apartament in Passeig de Gracia,441889600.0,Pablo PD,4.0,Eixample,la Dreta de l'Eixample,41.39627,2.16062,Entire home/apt,Entire rental unit,5.0,2.0,4.0,1.0,279.0,55.8,138,5,0,2024-09-06,4.8,Spain - National registration number<br />ESFCTU00000806600001582800000000000000000HUTB-0084105<br /><br />Barcelona - Regional registration number<br />HUTB-008410,279.0,HUTB-008410,Apartamento turístico (HUTB / TU),HUTB-008410,HUTB,True,con_licencia,consta en el registro oficial,2024-09-06,sin_actividad_desde_09_2025
548261568232919218,1 Bedroom Apartment Passeig de Gracia,123413775.0,Uma,6.0,Eixample,la Dreta de l'Eixample,41.38865,2.16955,Entire home/apt,Entire rental unit,3.0,1.0,,1.0,485.0,161.67,5,29,0,2025-03-30,4.72,Spain - National registration number<br />ESFCTU000008054000502912000000000000000HUTB062262-783<br /><br />Barcelona - Regional registration number<br />HUTB-062262,485.0,HUTB-062262,Apartamento turístico (HUTB / TU),HUTB-062262,HUTB,True,con_licencia,consta en el registro oficial,2025-03-30,sin_actividad_desde_09_2025
563027866454562837,PARK GÜELL GREAT & STYLISH TRIPLEX & PATIO,367112877.0,Francesco,15.0,Gràcia,el Coll,41.41667,2.14729,Entire home/apt,Entire condo,6.0,2.0,,7.0,,,0,57,0,2024-07-02,4.95,Barcelona - Regional registration number<br />HUTB-009449<br /><br />Spain - National registration number<br />ESFCTU00000804800066168700000000000000000HUTB-0094494,,HUTB-009449,Apartamento turístico (HUTB / TU),HUTB-009449,HUTB,True,con_licencia,consta en el registro oficial,2024-07-02,sin_actividad_desde_09_2025
579508271168576240,Precioso apartamento en Les Corts,1391607.0,Sh Barcelona Team,54.0,Les Corts,les Corts,41.38421,2.13059,Entire home/apt,Entire rental unit,3.0,2.0,3.0,3.0,222.0,74.0,48,59,1,2025-07-24,4.2,Barcelona - Regional registration number<br />HUTB-010283<br /><br />Spain - National registration number<br />ESFCTU000008060000559108000000000000000000HUT-0102834,222.0,HUTB-010283,Apartamento turístico (HUTB / TU),HUTB-010283,HUTB,True,con_licencia,consta en el registro oficial,2025-07-24,sin_actividad_desde_09_2025
588941290836238401,Magnificent 4 bedroom apartment in Eixample,265193861.0,BeBarceloner,125.0,Eixample,la Nova Esquerra de l'Eixample,41.38891,2.14651,Entire home/apt,Entire rental unit,5.0,4.0,,3.0,277.67,55.53,178,3,0,2024-07-17,4.67,Barcelona - Regional registration number<br />HUTB-075578<br /><br />Spain - National registration number<br />ESFCNT00000806000011804600000000000000000000000000003,277.67,HUTB-075578,Apartamento turístico (HUTB / TU),HUTB-075578,HUTB,True,con_licencia,consta en el registro oficial,2024-07-17,sin_actividad_desde_09_2025
599870153668358945,Spacious and luminous apartment in Maragall,10693680.0,Ramón,12.0,Horta-Guinardó,el Guinardó,41.41964,2.1792,Entire home/apt,Entire rental unit,5.0,2.0,5.0,3.0,149.0,29.8,365,3,0,2023-03-04,4.0,Barcelona - Regional registration number<br />HUTB-011636,149.0,HUTB-011636,Apartamento turístico (HUTB / TU),HUTB-011636,HUTB,True,con_licencia,consta en el registro oficial,2023-03-04,sin_actividad_desde_09_2025
624597786723152106,Stylish apartment in trendy Sant Antoni area,3193594.0,Jan,10.0,Eixample,Sant Antoni,41.37619,2.16148,Entire home/apt,Entire rental unit,2.0,2.0,,4.0,,,0,3,1,2025-07-22,5.0,Barcelona - Regional registration number<br />HUTB-005572<br /><br />Spain - National registration number<br />ESFCTU00000806900021566300000000000000000HUTB-0055725,,HUTB-005572,Apartamento turístico (HUTB / TU),HUTB-005572,HUTB,True,con_licencia,consta en el registro oficial,2025-07-22,sin_actividad_desde_09_2025
657477525450520156,habitación individual muy cómoda,466105266.0,Basile,1.0,Sants-Montjuïc,Sants,41.3738213,2.1383285,Private room,Private room in rental unit,2.0,0.0,,28.0,,,0,44,0,2023-01-19,4.3,Barcelona - Regional registration number<br />HUTB-008014,,HUTB-008014,Apartamento turístico (HUTB / TU),HUTB-008014,HUTB,True,con_licencia,consta en el registro oficial,2023-01-19,sin_actividad_desde_09_2025
